AUD	5,9166
BRL	2,1413
CAD	6,3156
CHF	8,58135
CNY	1,3213
CZK	0,345046
DKK	1,257761
EUR	9,3841
GBP	12,8258
HKD	1,0867
HUF	0,029916
IDR	0,000574
INR	0,127377
ISK	0,065208
JPY	0,069819
KRW	0,007069
MAD	0,8635
MXN	0,499
NOK	0,992054
NZD	5,3325
PLN	2,2272
RUB	0,128207
SAR	2,2454
SEK	1
SGD	5,9145
THB	0,2324
TRY	2,7753
USD	8,4217
ZAR	0,6087
